fp.3.Luci_03G08.ctg.ctg7180000034479 fp.2.Luci_02H12.ctg.ctg7180000019811
fp.3.Luci_62K06.ctg.ctg7180000263896 fp.2.Luci_02H12.ctg.ctg7180000020012
fp.3.Luci_04G10.ctg.ctg7180000159541 fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_01F08.ctg.ctg7180000124421 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_19E05.ctg.ctg7180000232239 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_01H10.ctg.ctg7180000216406 fp.2.Luci_02H12.ctg.ctg7180000019968
fp.3.Luci_05A05.ctg.ctg7180000121665 fp.2.Luci_02H12.ctg.ctg7180000019799
fp.3.Luci_05H09.ctg.ctg7180000100375 fp.2.Luci_02H12.ctg.ctg7180000020577
fp.3.Luci_02C09.ctg.ctg7180000138485 fp.2.Luci_02H12.ctg.ctg7180000020171
fp.3.Luci_81E04.ctg.jtg7180000203385f_7180000288622f fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_01D11.ctg.ctg7180000066875 fp.2.Luci_02H12.ctg.ctg7180000019730
fp.3.Luci_51F04.ctg.ctg7180000607894 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_05H05.ctg.ctg7180000064361 fp.2.Luci_02H12.ctg.ctg7180000020126
fp.3.Luci_04A02.ctg.ctg7180000094041 fp.2.Luci_02H12.ctg.ctg7180000020363
fp.3.Luci_09C02.ctg.ctg7180000181286 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_03G05.ctg.ctg7180000020397 fp.2.Luci_02H12.ctg.ctg7180000019968
fp.3.Luci_04E09.ctg.ctg7180000060157 fp.2.Luci_02H12.ctg.ctg7180000020171
fp.3.Luci_81E06.ctg.ctg7180000226866 fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_16A08.ctg.ctg7180000209994 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_13D08.ctg.jtg7180000105296f_7180000124801f fp.2.Luci_02H12.ctg.ctg7180000019828
fp.3.Luci_01A11.ctg.ctg7180000033971 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_04A10.ctg.ctg7180000099148 fp.2.Luci_02H12.ctg.ctg7180000020577
fp.3.Luci_04A01.ctg.ctg7180000119019 fp.2.Luci_02H12.ctg.ctg7180000020171
fp.3.Luci_05B03.ctg.ctg7180000020583 fp.2.Luci_02H12.ctg.ctg7180000019925
fp.3.Luci_23E03.ctg.ctg7180000167353 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_02F10.ctg.ctg7180000040165 fp.2.Luci_02H12.ctg.ctg7180000020126
fp.3.Luci_02F07.ctg.ctg7180000044702 fp.2.Luci_02H12.ctg.ctg7180000020264
fp.3.Luci_05A08.ctg.jtg7180000092766r_7180000094882f fp.2.Luci_02H12.ctg.ctg7180000020126
fp.3.Luci_02D01.ctg.ctg7180000069439 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_04G02.ctg.jtg7180000189632f_7180000185659f_7180000189633f fp.2.Luci_02H12.ctg.ctg7180000020126
fp.3.Luci_01G06.ctg.ctg7180000062468 fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_19A09.ctg.ctg7180000221121 fp.2.Luci_02H12.ctg.ctg7180000020577
fp.3.Luci_17F12.ctg.ctg7180000136801 fp.2.Luci_02H12.ctg.ctg7180000020117
fp.3.Luci_05B12.ctg.ctg7180000096673 fp.2.Luci_02H12.ctg.ctg7180000019828
fp.3.Luci_18D01.ctg.jtg7180000268604f_7180000268605f fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_05C04.ctg.jtg7180000080497f_7180000080498f fp.2.Luci_02H12.ctg.ctg7180000019925
fp.3.Luci_81C05.ctg.ctg7180000129114 fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_02A08.ctg.ctg7180000123818 fp.2.Luci_02H12.ctg.ctg7180000019804
fp.3.Luci_01E10.ctg.ctg7180000054225 fp.2.Luci_02H12.ctg.ctg7180000020126
fp.3.Luci_17C12.ctg.ctg7180000131722 fp.2.Luci_02H12.ctg.ctg7180000020356
fp.3.Luci_19D01.ctg.jtg7180000322404f_7180000322405f fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_13E05.ctg.ctg7180000120492 fp.2.Luci_02H12.ctg.ctg7180000020168
fp.3.Luci_14F10.ctg.ctg7180000137961 fp.2.Luci_02H12.ctg.ctg7180000020035
fp.3.Luci_17G07.ctg.ctg7180000110830 fp.2.Luci_02H12.ctg.ctg7180000020171
fp.3.Luci_62K03.ctg.ctg7180000276322 fp.2.Luci_02H12.ctg.ctg7180000019650
fp.3.Luci_05G01.ctg.ctg7180000066299 fp.2.Luci_02H12.ctg.ctg7180000019968
fp.3.Luci_12C07.ctg.ctg7180000143403 fp.2.Luci_02H12.ctg.ctg7180000020168
fp.3.Luci_18A09.ctg.ctg7180000185633 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_14H03.ctg.ctg7180000155538 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_15G02.ctg.jtg7180000273905f_7180000268411r fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_01H10.ctg.ctg7180000216672 fp.2.Luci_02H12.ctg.ctg7180000020141
fp.3.Luci_03G06.ctg.ctg7180000020114 fp.2.Luci_02H12.ctg.ctg7180000020031
fp.3.Luci_05B12.ctg.ctg7180000104347 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_02H01.ctg.ctg7180000077565 fp.2.Luci_02H12.ctg.ctg7180000019776
fp.3.Luci_03G11.ctg.ctg7180000018707 fp.2.Luci_02H12.ctg.ctg7180000020264
fp.3.Luci_71A05.ctg.ctg7180000283224 fp.2.Luci_02H12.ctg.ctg7180000020139
fp.3.Luci_04F06.ctg.ctg7180000227774 fp.2.Luci_02H12.ctg.ctg7180000019804
fp.3.Luci_15F03.ctg.ctg7180000293752 fp.2.Luci_02H12.ctg.ctg7180000020141
fp.3.Luci_09E08.ctg.ctg7180000099082 fp.2.Luci_02H12.ctg.ctg7180000020126
fp.3.Luci_21A06.ctg.ctg7180000197488 fp.2.Luci_02H12.ctg.ctg7180000019968
fp.3.Luci_01G11.ctg.ctg7180000143180 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.2.Luci_02H12.ctg.ctg7180000025360 fp.2.Luci_02H12.ctg.ctg7180000020527
fp.3.Luci_17B09.ctg.ctg7180000094806 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_04A10.ctg.ctg7180000098568 fp.2.Luci_02H12.ctg.ctg7180000020264
fp.3.Luci_10H05.ctg.jtg7180000164047f_7180000164048f fp.2.Luci_02H12.ctg.ctg7180000019828
fp.3.Luci_04A11.ctg.ctg7180000118065 fp.2.Luci_02H12.ctg.ctg7180000019686
fp.3.Luci_81B09.ctg.jtg7180000090307f_7180000090308f fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_04A09.ctg.ctg7180000155810 fp.2.Luci_02H12.ctg.ctg7180000020171
fp.3.Luci_13C04.ctg.ctg7180000163330 fp.2.Luci_02H12.ctg.ctg7180000020238
fp.3.Luci_61K03.ctg.ctg7180000572228 fp.2.Luci_02H12.ctg.ctg7180000019633
fp.3.Luci_04H05.ctg.ctg7180000158093 fp.2.Luci_02H12.ctg.ctg7180000020577
fp.3.Luci_02A03.ctg.ctg7180000027864 fp.2.Luci_02H12.ctg.ctg7180000020031
fp.3.Luci_20A09.ctg.ctg7180000271295 fp.2.Luci_02H12.ctg.ctg7180000019686
fp.3.Luci_02F06.ctg.ctg7180000047671 fp.2.Luci_02H12.ctg.ctg7180000020126
fp.3.Luci_05A06.ctg.ctg7180000096199 fp.2.Luci_02H12.ctg.ctg7180000020031
fp.3.Luci_17D01.ctg.ctg7180000124889 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_01C07.ctg.ctg7180000069122 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_21C12.ctg.ctg7180000251303 fp.2.Luci_02H12.ctg.ctg7180000020126
fp.3.Luci_04H10.ctg.jtg7180000190824f_7180000190825f fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_03E01.ctg.ctg7180000026425 fp.2.Luci_02H12.ctg.ctg7180000019968
fp.3.Luci_11B10.ctg.ctg7180000279756 fp.2.Luci_02H12.ctg.ctg7180000020035
fp.3.Luci_52H11.ctg.ctg7180000709104 fp.2.Luci_02H12.ctg.ctg7180000019852
fp.3.Luci_04A07.ctg.ctg7180000128508 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_01G11.ctg.ctg7180000142980 fp.2.Luci_02H12.ctg.ctg7180000020031
fp.3.Luci_02C02.ctg.ctg7180000035849 fp.2.Luci_02H12.ctg.ctg7180000020031
fp.3.Luci_01H04.ctg.ctg7180000363653 fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_17H05.ctg.ctg7180000100810 fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_13C03.ctg.ctg7180000213651 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_01A02.ctg.ctg7180000034166 fp.2.Luci_02H12.ctg.ctg7180000020577
fp.3.Luci_01C07.ctg.ctg7180000068356 fp.2.Luci_02H12.ctg.ctg7180000020031
fp.3.Luci_05D02.ctg.ctg7180000095657 fp.2.Luci_02H12.ctg.ctg7180000019828
fp.3.Luci_02F07.ctg.ctg7180000038687 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_09G01.ctg.ctg7180000284287 fp.2.Luci_02H12.ctg.ctg7180000020171
fp.3.Luci_05F02.ctg.ctg7180000114453 fp.2.Luci_02H12.ctg.c
